ObjectID,USER_District_Number,USER_District_Name,USER_District_Superintendent,USER_School_Number,Column2,USER_School_Name,USER_Instruction_Type,USER_NCES_School_ID,USER_School_City,USER_School_Principal,USER_Grade_Range,Enrollment,School_Type,Reading Not On Grade-Level,Math Not On Grade-Level,Attendance Rate,Chronic Absenteeism Rate,Teacher Count,Admin Count,Average Teacher Salary,Average Admin Salary,Campus Grade,Campus Score,,,
1123,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902045,21902045,JANE LONG,REGULAR INSTRUCTIONAL,'481179006657,BRYAN,DR DESIREE CAPERTON   ,'05-06,895,Middle School,65%,72%,94.10%,18.60%,66.9,10,54701,66460,D,67,,,
1126,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902046,21902046,SAM RAYBURN,REGULAR INSTRUCTIONAL,'481179006658,BRYAN,MRS REBECCA RYBERG   ,'05-06,728,Middle School,54%,60%,94.20%,16.10%,77.8,8.7,55024,68983,C,78,,,
1127,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902047,21902047,ARTHUR L DAVILA Middle,REGULAR INSTRUCTIONAL,'481179011155,BRYAN,MS SARA RUEDA   ,'07-08,983,Junior High School,68%,73%,94.80%,13.50%,75.7,9.5,54120,71360,C,74,,,
1129,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902049,21902049,O W SADBERRY SR Intermediate,REGULAR INSTRUCTIONAL,'481179022792,BRYAN,MR ALRED SCOTT   ,'05-06,700,Middle School,63%,69%,.,.,22.1,2.8,53702,71339,D,65,,,
1130,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902101,21902101,KEMP-CARVER Elementary,REGULAR INSTRUCTIONAL,'481179021134,BRYAN,MRS ALISON BOGGAN   ,'EE-04,563,Elementary School,57%,61%,94.50%,16.10%,42.3,5.3,56270,70746,B,84,,,
1131,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902103,21902103,BONHAM Elementary,REGULAR INSTRUCTIONAL,'481179000680,BRYAN,MRS GLORIA GARCIA-RHODES   ,'EE-04,543,Elementary School,62%,66%,95.30%,10.00%,37.9,4.3,56227,68284,B,82,,,
1132,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902105,21902105,CROCKETT Elementary,REGULAR INSTRUCTIONAL,'481179000684,BRYAN,MRS DEBI EHRHARDT   ,'EE-04,442,Elementary School,50%,58%,95.60%,9.40%,33.6,4.3,55273,69877,B,87,,,
1134,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902106,21902106,FANNIN Elementary,REGULAR INSTRUCTIONAL,'481179006830,BRYAN,MS LINDA TAPLETTE   ,'EE-04,364,Elementary School,60%,71%,95.30%,13.20%,30.4,4.3,55471,70398,B,82,,,
1133,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902107,21902107,HENDERSON Elementary,REGULAR INSTRUCTIONAL,'481179000686,BRYAN,DANIELA GARZA-RAMIREZ   ,'EE-04,533,Elementary School,49%,63%,95.60%,9.80%,40.8,4.5,53720,67101,B,81,,,
1137,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902108,21902108,JOHNSON Elementary,REGULAR INSTRUCTIONAL,'481179000687,BRYAN,MRS AMY THOMMAN   ,'EE-04,445,Elementary School,43%,47%,96.10%,5.60%,32.1,4.5,55640,65665,A,92,,,
1135,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902110,21902110,SUL ROSS Elementary,REGULAR INSTRUCTIONAL,'481179000692,BRYAN,MS DANILLE LEGG   ,'EE-04,476,Elementary School,58%,51%,94.70%,15.40%,35.6,5.3,54575,74983,C,77,,,
1136,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902112,21902112,SAM HOUSTON Elementary,REGULAR INSTRUCTIONAL,'481179006226,BRYAN,MS MANDY WELLS   ,'EE-04,494,Elementary School,35%,42%,95.40%,8.40%,31.9,3.5,54441,73919,A,92,,,
1139,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902113,21902113,NAVARRO Elementary,REGULAR INSTRUCTIONAL,'481179006519,BRYAN,MS KATHY RILEY   ,'EE-04,451,Elementary School,71%,71%,94.80%,11.00%,31.4,4.3,55824,67848,C,77,,,
1140,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902114,21902114,MARY BRANCH Elementary,REGULAR INSTRUCTIONAL,'481179021013,BRYAN,MS ASHLEY LOPEZ   ,'EE-04,470,Elementary School,63%,51%,94.20%,16.60%,33.5,4.3,55165,67633,B,89,,,
1138,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902115,21902115,ANSON JONES Elementary,REGULAR INSTRUCTIONAL,'481179021135,BRYAN,MS ALMA VELEZ   ,'EE-04,695,Elementary School,52%,65%,95.60%,8.10%,46.6,5.3,54801,66933,B,85,,,
1141,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902117,21902117,ALTON BOWEN Elementary,REGULAR INSTRUCTIONAL,'481179005875,BRYAN,MRS KIMBERLY GUESS   ,'EE-04,440,Elementary School,50%,51%,95.00%,10.80%,33.2,5.1,55870,65208,B,82,,,
1147,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902118,21902118,NEAL Elementary,REGULAR INSTRUCTIONAL,'481179007533,BRYAN,MS JUANITA COLLINS   ,'EE-04,323,Elementary School,62%,64%,95.50%,10.60%,31.6,4.3,57530,68366,B,83,,,
1142,'021902,BRYAN ISD,MRS GINGER CARRABINE   ,'021902119,21902119,MITCHELL Elementary,REGULAR INSTRUCTIONAL,'481179008131,BRYAN,MS SHARI HEDSTROM   ,'EE-04,426,Elementary School,44%,58%,95.10%,10.60%,30.7,4.5,54717,73243,A,90,,,
1143,'022004,TERLINGUA CSD,REAGAN REED   ,'022004001,22004001,BIG BEND High School,REGULAR INSTRUCTIONAL,'484239007193,TERLINGUA,ADAM DALEY   ,'KG-12,121,Elementary/Secondary,76%,94%,90.90%,36.90%,11.7,0.1,49897,39900,F,53,,,
1146,'022901,ALPINE ISD,DR MICHELLE RINEHART   ,'022901001,22901001,ALPINE High School,REGULAR INSTRUCTIONAL,'480795000124,ALPINE,MR JARRETT VICKERS   ,'09-12,286,High School,34%,45%,94.40%,17.70%,28.3,2.3,51928,72563,B,81,,,
1144,'022901,ALPINE ISD,DR MICHELLE RINEHART   ,'022901041,22901041,ALPINE Middle,REGULAR INSTRUCTIONAL,'480795000125,ALPINE,MS JUDITH PARDO-ALFEREZ   ,'05-08,244,Middle School,47%,66%,94.70%,16.10%,26.1,2,47641,80863,B,85,,,
1145,'022901,ALPINE ISD,DR MICHELLE RINEHART   ,'022901101,22901101,ALPINE Elementary,REGULAR INSTRUCTIONAL,'480795000123,ALPINE,MR CURTIS WUBBENA   ,'EE-04,375,Elementary School,55%,72%,92.20%,25.00%,29.9,3,45620,64982,C,74,,,
1151,'022902,MARATHON ISD,DR IVONNE DURANT   ,'022902001,22902001,MARATHON INDEPENDENT SCHOOL DIST,REGULAR INSTRUCTIONAL,'482898003272,MARATHON,,'EE-12,58,Elementary/Secondary,50%,55%,94.60%,15.40%,11.6,0.2,55658,108698,C,79,,,
1149,'022903,SAN VICENTE ISD,DR JESSICA R MILAM   ,'022903101,22903101,SAN VICENTE Elementary,REGULAR INSTRUCTIONAL,'483906005809,BIG BEND NATL PARK,DR JESSICA R MILAM   ,'EE-12,9,Elementary/Secondary,0%,0%,94.50%,36.40%,2,0.5,73643,129717,B,89,,,
1148,'023902,SILVERTON ISD,MRS MICHELLE RENEE FRANCIS   ,'023902001,23902001,SILVERTON SCHOOL,REGULAR INSTRUCTIONAL,'484029004565,SILVERTON,MR MICHAEL HAYES   ,'EE-12,204,Elementary/Secondary,39%,45%,95.90%,13.10%,18.8,1,53273,79458,A,95,,,
1150,'024901,BROOKS COUNTY ISD,MR SCOTT C ROGERS   ,'024901001,24901001,FALFURRIAS High School,REGULAR INSTRUCTIONAL,'481158000630,FALFURRIAS,MR JOSE DOMINGUEZ   ,'09-12,370,High School,60%,60%,90.10%,37.80%,24.1,1,58493,85422,D,68,,,
1155,'024901,BROOKS COUNTY ISD,MR SCOTT C ROGERS   ,'024901041,24901041,FALFURRIAS Junior High,REGULAR INSTRUCTIONAL,'481158000631,FALFURRIAS,MRS LOUELLA CORTEZ   ,'06-08,279,Middle School,60%,72%,88.60%,34.10%,22.9,1,56830,92592,D,69,,,
1152,'024901,BROOKS COUNTY ISD,MR SCOTT C ROGERS   ,'024901101,24901101,FALFURRIAS Elementary,REGULAR INSTRUCTIONAL,'481158000629,FALFURRIAS,MR FRANCISCO JOEL TREVINO   ,'03-05,251,Elementary School,60%,66%,90.80%,32.50%,14,0,57469,.,D,68,,,
1153,'024901,BROOKS COUNTY ISD,MR SCOTT C ROGERS   ,'024901103,24901103,LASATER Elementary,REGULAR INSTRUCTIONAL,'481158000632,FALFURRIAS,MR ARNULFO T GUERRA   ,'EE-KG,156,Elementary School,.,.,.,.,10.3,1,52657,85922,D,68,,,
1154,'024901,BROOKS COUNTY ISD,MR SCOTT C ROGERS   ,'024901105,24901105,FALFURRIAS INNOVATION ACADEMY,REGULAR INSTRUCTIONAL,'481158013895,FALFURRIAS,MR FRANCISCO J TREVINO   ,'01-02,124,Elementary School,.,.,90.30%,39.00%,8.3,0,55549,.,D,68,,,
1158,'025901,BANGS ISD,DR JOSH MARTIN   ,'025901001,25901001,BANGS High School,REGULAR INSTRUCTIONAL,'480939000398,BANGS,MS STEPHANIE GARRETT   ,'09-12,226,High School,39%,66%,93.20%,25.30%,26.8,1.5,48821,77333,C,76,,,
1159,'025901,BANGS ISD,DR JOSH MARTIN   ,'025901041,25901041,BANGS Middle,REGULAR INSTRUCTIONAL,'480939005402,BANGS,MRS BILLIE HARVEY   ,'06-08,201,Middle School,38%,63%,94.10%,17.80%,19.3,1.5,45719,71440,B,86,,,
1156,'025901,BANGS ISD,DR JOSH MARTIN   ,'025901101,25901101,J B STEPHENS Elementary,REGULAR INSTRUCTIONAL,'480939000397,BANGS,MRS CANDACE WILSON   ,'EE-05,366,Elementary School,45%,61%,94.60%,12.80%,32.7,2,42923,78608,C,76,,,
1157,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902001,25902001,BROWNWOOD High School,REGULAR INSTRUCTIONAL,'481170000672,BROWNWOOD,MRS LINDSAY SMITH   ,'09-12,935,High School,45%,63%,93.90%,21.00%,70.9,4.1,57073,94879,D,67,,,
1163,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902003,25902003,BROWNWOOD ACCELERATED High School,ALTERNATIVE INSTRUCTIONAL,'481170011156,BROWNWOOD,DR STACY LOFTIN   ,'09-12,17,High School,0%,.,90.60%,34.60%,3.2,0,62632,.,Not Rated,0,,,
1160,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902041,25902041,BROWNWOOD Middle,REGULAR INSTRUCTIONAL,'481170000673,BROWNWOOD,MYKIA ANDERSON   ,'07-08,472,Junior High School,48%,51%,94.00%,19.60%,38.3,1,52840,83055,B,81,,,
1162,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902101,25902101,COGGIN Elementary,REGULAR INSTRUCTIONAL,'481170000674,BROWNWOOD,MS KALI MCLAUGHLIN   ,'EE-06,708,Elementary School,51%,58%,94.70%,13.00%,50.1,2,52043,68635,C,76,,,
1161,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902106,25902106,NORTHWEST Elementary,REGULAR INSTRUCTIONAL,'481170000675,BROWNWOOD,MRS AMY MORRIS   ,'EE-05,486,Elementary School,54%,54%,94.90%,11.70%,35.9,2,53009,88311,C,71,,,
1166,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902107,25902107,WOODLAND HEIGHTS Elementary,REGULAR INSTRUCTIONAL,'481170000677,BROWNWOOD,MS JEANETTE LANCASTER   ,'EE-05,494,Elementary School,44%,54%,95.50%,6.70%,33.3,2,57199,77977,B,81,,,
1165,'025902,BROWNWOOD ISD,DR JOE YOUNG   ,'025902109,25902109,EAST Elementary,REGULAR INSTRUCTIONAL,'481170005965,BROWNWOOD,MRS CHRISTI BURKS   ,'EE-05,281,Elementary School,42%,46%,95.30%,9.80%,25.5,2,53033,70728,B,88,,,
1164,'025904,BLANKET ISD,DAVID WHISENHUNT   ,'025904001,25904001,BLANKET SCHOOL,REGULAR INSTRUCTIONAL,'481038005661,BLANKET,MR JOE BRANHAM   ,'EE-12,166,Elementary/Secondary,58%,83%,95.00%,14.60%,17.2,1.1,52839,80832,D,63,,,
1167,'025905,MAY ISD,MR NICK HEUPEL   ,'025905001,25905001,MAY High School,REGULAR INSTRUCTIONAL,'482952003319,MAY,CHAD DAIL   ,'07-12,114,High School,39%,51%,94.00%,22.50%,13.1,1,51245,73160,C,76,,,
1168,'025905,MAY ISD,MR NICK HEUPEL   ,'025905101,25905101,MAY Elementary,REGULAR INSTRUCTIONAL,'482952003318,MAY,ALLISON WILLIAMS   ,'EE-06,129,Elementary School,63%,46%,95.70%,7.90%,11.7,1,51263,72284,D,68,,,
1170,'025906,ZEPHYR ISD,MR STANTON D MARWITZ   ,'025906001,25906001,ZEPHYR SCHOOL,REGULAR INSTRUCTIONAL,'484677005356,ZEPHYR,MR CALEB WALLS   ,'EE-12,220,Elementary/Secondary,47%,77%,95.50%,10.00%,19.4,1,51474,67109,B,81,,,
1171,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908001,25908001,BROOKESMITH SCHOOL,REGULAR INSTRUCTIONAL,'481155000627,BROOKESMITH,BILL FAIRCLOTH   ,'PK-12,139,Elementary/Secondary,59%,75%,94.10%,18.90%,17.3,4.5,47498,70474,F,58,,,
1169,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908002,25908002,THE OAKS,REGULAR INSTRUCTIONAL,',BROOKESMITH,,'03-12,33,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
1175,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908003,25908003,BROOKESMITH ARTEMIS,ALTERNATIVE INSTRUCTIONAL,'481155013724,BROOKESMITH,GARY APPLEWHITE   ,'KG-12,10,Elementary/Secondary,.,.,.,.,1.7,0.7,60477,76999,Not Rated,0,,,
1172,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908004,25908004,BROOKESMITH DAVINCI,ALTERNATIVE INSTRUCTIONAL,'481155013892,BROOKESMITH,GARY APPLEWHITE   ,'KG-12,7,Elementary/Secondary,.,.,.,.,1.7,0.7,60403,76999,Not Rated,0,,,
1177,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908010,25908010,BLESSED KIDZ 2,REGULAR INSTRUCTIONAL,',BROOKESMITH,,'03-12,-1,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
1184,'025908,BROOKESMITH ISD,MR STEVE MICKELSON   ,'025908011,25908011,TRUE NORTH SHENANDOAH,REGULAR INSTRUCTIONAL,',BROOKESMITH,,'03-12,14,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
1182,'025909,EARLY ISD,JOAN OTTEN   ,'025909001,25909001,EARLY High School,REGULAR INSTRUCTIONAL,'481779001551,EARLY,JOE CABRERA   ,'09-12,365,High School,23%,32%,95.50%,12.40%,32.5,3,57509,80083,B,81,,,
1179,'025909,EARLY ISD,JOAN OTTEN   ,'025909041,25909041,EARLY Middle,REGULAR INSTRUCTIONAL,'481779005700,EARLY,TREVA GAMBRELL   ,'06-08,230,Middle School,35%,43%,95.80%,9.50%,20,2,50906,75000,C,79,,,
1183,'025909,EARLY ISD,JOAN OTTEN   ,'025909101,25909101,EARLY Elementary,REGULAR INSTRUCTIONAL,'481779001550,EARLY,MRS JULIE SCHAFER   ,'03-05,241,Elementary School,35%,42%,96.10%,5.20%,23.9,1,50610,74263,C,79,,,
1181,'025909,EARLY ISD,JOAN OTTEN   ,'025909102,25909102,EARLY Primary,REGULAR INSTRUCTIONAL,'481779003240,EARLY,TERESA COOLEY   ,'EE-02,231,Elementary School,.,.,95.10%,9.80%,21.6,1,51278,79351,C,79,,,
1189,'026901,CALDWELL ISD,DR JAMES BARTON   ,'026901001,26901001,CALDWELL High School,REGULAR INSTRUCTIONAL,'481246000739,CALDWELL,MRS ERIN MEADOWS   ,'09-12,574,High School,43%,47%,93.90%,19.20%,48.2,5,58286,93333,B,84,,,
1190,'026901,CALDWELL ISD,DR JAMES BARTON   ,'026901041,26901041,CALDWELL Junior High,REGULAR INSTRUCTIONAL,'481246000740,CALDWELL,MRS SHAUNNA SAVAGE   ,'07-08,298,Junior High School,38%,49%,93.80%,19.60%,25.6,1.5,56302,90232,B,80,,,
1191,'026901,CALDWELL ISD,DR JAMES BARTON   ,'026901042,26901042,CALDWELL Intermediate,REGULAR INSTRUCTIONAL,'481246021143,CALDWELL,NICKI DRGAC   ,'04-06,439,Elementary School,50%,48%,95.00%,13.40%,28.2,2,53798,80626,C,79,,,
1186,'026901,CALDWELL ISD,DR JAMES BARTON   ,'026901101,26901101,CALDWELL Elementary,REGULAR INSTRUCTIONAL,'481246000738,CALDWELL,MR ANDREW GANDRUD   ,'EE-03,641,Elementary School,40%,55%,94.50%,13.20%,42,3,57036,74831,B,82,,,
1187,'026902,SOMERVILLE ISD,ERIC HOLTON   ,'026902001,26902001,SOMERVILLE High School,REGULAR INSTRUCTIONAL,'484077004626,SOMERVILLE,STEVEN TOLIVER   ,'08-12,207,High School,66%,89%,92.00%,32.00%,20.9,2.4,58666,73481,D,67,,,
1188,'026902,SOMERVILLE ISD,ERIC HOLTON   ,'026902042,26902042,SOMERVILLE Intermediate,REGULAR INSTRUCTIONAL,'484077013871,SOMERVILLE,MRS AMBER IDLEBIRD   ,'05-07,160,Middle School,70%,87%,93.40%,23.40%,11.4,1,52666,72874,D,69,,,
1194,'026902,SOMERVILLE ISD,ERIC HOLTON   ,'026902101,26902101,SOMERVILLE Elementary,REGULAR INSTRUCTIONAL,'484077004625,SOMERVILLE,AMBER IDLEBIRD   ,'EE-04,200,Elementary School,74%,75%,93.70%,16.70%,15.9,1,53768,72874,B,89,,,
1192,'026903,SNOOK ISD,MEGAN PAPE   ,'026903002,26903002,SNOOK SECONDARY,REGULAR INSTRUCTIONAL,'484062004595,SNOOK,DARREN NOBLES   ,'06-12,318,Elementary/Secondary,47%,60%,94.80%,15.90%,29.9,2,56111,83500,B,88,,,
1193,'026903,SNOOK ISD,MEGAN PAPE   ,'026903101,26903101,SNOOK Elementary,REGULAR INSTRUCTIONAL,'484062008132,SNOOK,MR TYLER CRUZEN   ,'EE-05,291,Elementary School,57%,62%,94.50%,14.60%,20.9,2,55666,73154,B,84,,,
1197,'027903,BURNET CISD,DR AARON PENA   ,'027903001,27903001,BURNET High School,REGULAR INSTRUCTIONAL,'481222000723,BURNET,MR CASEY BURKHART   ,'09-12,946,High School,46%,75%,93.10%,22.60%,69.2,5,57919,85016,B,85,,,
1202,'027903,BURNET CISD,DR AARON PENA   ,'027903003,27903003,QUEST High School,ALTERNATIVE INSTRUCTIONAL,'481222003287,BURNET,KRISTI CARRUTHERS   ,'09-12,35,High School,78%,0%,86.50%,60.80%,4.4,1,60645,93000,A,94,,,
1195,'027903,BURNET CISD,DR AARON PENA   ,'027903041,27903041,BURNET Middle,REGULAR INSTRUCTIONAL,'481222000724,BURNET,JENNIFER STEWART   ,'06-08,711,Middle School,51%,70%,93.60%,18.70%,46.4,5,55204,71407,C,70,,,
1200,'027903,BURNET CISD,DR AARON PENA   ,'027903101,27903101,SHADY GROVE Elementary,REGULAR INSTRUCTIONAL,'481222000722,BURNET,ABIGAIL O'HAIR   ,'EE-02,570,Elementary School,.,.,94.60%,11.40%,35.9,3,56674,69186,D,62,,,
1196,'027903,BURNET CISD,DR AARON PENA   ,'027903102,27903102,BERTRAM Elementary,REGULAR INSTRUCTIONAL,'481222000721,BERTRAM,CHRISTINE HOFFMAN   ,'EE-05,437,Elementary School,63%,73%,94.20%,14.00%,28.9,3,54403,66588,D,61,,,
1199,'027903,BURNET CISD,DR AARON PENA   ,'027903104,27903104,RJ RICHEY Elementary,REGULAR INSTRUCTIONAL,'481222005851,BURNET,JESSICA MCMULLEN   ,'03-05,510,Elementary School,64%,65%,94.50%,14.00%,25.7,3,55209,73900,D,62,,,
1198,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904001,27904001,MARBLE FALLS High School,REGULAR INSTRUCTIONAL,'482901003274,MARBLE FALLS,MR PATRICK HINSON   ,'09-12,1129,High School,46%,75%,94.20%,21.10%,83.1,6.1,58251,82040,B,83,,,
1201,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904002,27904002,FALLS CAREER High School,ALTERNATIVE INSTRUCTIONAL,'482901010469,MARBLE FALLS,MR CLARK FIELDS   ,'09-12,45,High School,75%,100%,84.40%,59.00%,7.3,1,62566,97110,B,89,,,
1203,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904041,27904041,MARBLE FALLS Middle,REGULAR INSTRUCTIONAL,'482901003275,MARBLE FALLS,MR RUDY GONZALEZ   ,'06-08,852,Middle School,52%,64%,94.80%,14.30%,66,4.3,56935,79217,C,71,,,
1208,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904101,27904101,MARBLE FALLS Elementary,REGULAR INSTRUCTIONAL,'482901003273,MARBLE FALLS,MR MICHAEL HALEY   ,'EE-05,569,Elementary School,56%,66%,95.30%,9.30%,38,3,57194,74046,C,71,,,
1204,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904102,27904102,COLT Elementary,REGULAR INSTRUCTIONAL,'482901006014,MARBLE FALLS,MRS MELISSA FLETCHER   ,'EE-05,572,Elementary School,56%,54%,94.40%,14.40%,44.1,3,56869,78720,B,84,,,
1206,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904103,27904103,HIGHLAND LAKES Elementary,REGULAR INSTRUCTIONAL,'482901007819,GRANITE SHOALS,MRS SUZIE NEUENSCHWANDER   ,'EE-05,524,Elementary School,66%,71%,95.40%,10.60%,41.4,3,55007,82554,D,69,,,
1205,'027904,MARBLE FALLS ISD,DR JEFFREY GASAWAY   ,'027904104,27904104,SPICEWOOD Elementary,REGULAR INSTRUCTIONAL,'482901010470,SPICEWOOD,MRS KARA GASAWAY   ,'EE-05,310,Elementary School,38%,36%,95.50%,8.10%,23,2,55122,80229,B,86,,,
1210,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902001,28902001,LOCKHART High School,REGULAR INSTRUCTIONAL,'482787003123,LOCKHART,MS CYNTHIA VASQUEZ   ,'09-12,2006,High School,63%,86%,88.00%,41.20%,121.2,5,57932,91055,C,70,,,
1207,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902038,28902038,LOCKHART PrimaryDE High School,ALTERNATIVE INSTRUCTIONAL,'482787021148,LOCKHART,ETHAN PETERS   ,'09-12,66,High School,90%,100%,74.70%,76.00%,7,0.5,62361,92828,C,76,,,
1214,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902045,28902045,LOCKHART Junior High,REGULAR INSTRUCTIONAL,'482787008716,LOCKHART,KAREN NIXON   ,'06-08,1501,Middle School,62%,60%,91.40%,29.20%,78.7,5,57221,87279,C,73,,,
1212,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902101,28902101,CLEAR FORK Elementary,REGULAR INSTRUCTIONAL,'482787003127,LOCKHART,MS MICHELLE HALE   ,'KG-05,523,Elementary School,44%,57%,92.20%,24.80%,30.5,2,56357,85595,B,80,,,
1209,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902102,28902102,GEORGE W CARVER EARLY EDUCATION CENTER,REGULAR INSTRUCTIONAL,'482787003126,LOCKHART,MS AMALIA VILLARREAL   ,'EE-PK,325,Elementary School,.,.,.,.,18.7,1,60754,83779,D,69,,,
1211,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902103,28902103,NAVARRO Elementary,REGULAR INSTRUCTIONAL,'482787003124,LOCKHART,AMANDA EPSZTEIN   ,'KG-05,667,Elementary School,65%,68%,92.70%,24.20%,35.9,2,57741,80567,D,63,,,
1215,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902104,28902104,PLUM CREEK Elementary,REGULAR INSTRUCTIONAL,'482787006293,LOCKHART,JAMEE GRIEBEL   ,'KG-05,522,Elementary School,50%,60%,94.30%,15.90%,35.2,2,58822,82067,A,90,,,
1216,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902105,28902105,BLUEBONNET Elementary,REGULAR INSTRUCTIONAL,'482787010471,LOCKHART,MS EMILY MARSHALL   ,'KG-05,614,Elementary School,60%,57%,93.80%,18.70%,35.9,2,58156,80924,C,77,,,
1213,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902106,28902106,ALMA BREWER STRAWN Elementary,REGULAR INSTRUCTIONAL,'482787013361,DALE,CRISTINA VAZQUEZ   ,'KG-05,529,Elementary School,66%,68%,94.00%,17.20%,35.6,2.2,58052,81925,D,67,,,
1217,'028902,LOCKHART ISD,MARK ESTRADA   ,28902107,28902107,BORCHERT LOOP Elementary,REGULAR INSTRUCTIONAL,'482787022946,LOCKHART,JAMEE GRIEBEL   ,'KG-05,0,Elementary School,.,.,.,.,.,.,.,.,?,?,,,
1219,'028902,LOCKHART ISD,MARK ESTRADA   ,'028902108,28902108,NEW Elementary,REGULAR INSTRUCTIONAL,',LOCKHART,,'KG-05,0,Elementary School,.,.,.,.,.,.,.,.,?,?,,,
1218,'028903,LULING ISD,MRS ERIN WARREN   ,'028903001,28903001,LULING High School,REGULAR INSTRUCTIONAL,'482859003239,LULING,JOSEPH ALVAREZ   ,'09-12,402,High School,57%,80%,93.20%,22.60%,32.4,2,62046,89933,C,76,,,
1220,'028903,LULING ISD,MRS ERIN WARREN   ,'028903041,28903041,GILBERT GERDES Junior High,REGULAR INSTRUCTIONAL,'482859006141,LULING,KELLI JOHNSON   ,'06-08,306,Middle School,57%,75%,93.70%,18.50%,19,2,55256,80500,C,78,,,
1221,'028903,LULING ISD,MRS ERIN WARREN   ,'028903101,28903101,LEONARD SHANKLIN Elementary,REGULAR INSTRUCTIONAL,'482859003238,LULING,KELLY MESHELL   ,'PK-05,735,Elementary School,56%,46%,93.80%,17.10%,51.8,1.3,56408,93571,B,84,,,
1222,'028906,PRAIRIE LEA ISD,DR BRIAN MCCRAW   ,'028906001,28906001,PRAIRIE LEA Elementary,REGULAR INSTRUCTIONAL,'483570004042,PRAIRIE LEA,MRS MARTHA GILMORE   ,'PK-12,267,Elementary/Secondary,87%,98%,95.40%,11.70%,20,3,49980,72143,D,63,,,
1224,'028906,PRAIRIE LEA ISD,DR BRIAN MCCRAW   ,'028906002,28906002,PRAIRIE LEA High School,REGULAR INSTRUCTIONAL,',PRAIRIE LEA,MARTHA GILMORE   ,'06-12,0,Elementary/Secondary,.,.,.,.,.,.,.,.,?,?,,,
1223,'029901,CALHOUN COUNTY ISD,EVAN CARDWELL   ,'029901001,29901001,CALHOUN High School,REGULAR INSTRUCTIONAL,'481248000741,PORT LAVACA,MS DANA DWORACZYK   ,'09-12,989,High School,44%,69%,92.60%,24.10%,78.3,4,61954,93186,B,83,,,
1230,'029901,CALHOUN COUNTY ISD,EVAN CARDWELL   ,'029901003,29901003,HOPE High School,ALTERNATIVE INSTRUCTIONAL,'481248007199,PORT LAVACA,MRS DWANA FINSTER   ,'09-12,21,High School,79%,.,87.90%,58.90%,5.9,2,53963,88629,A,90,,,
